speed_limit,light_conditions,weather_conditions,road_surface_conditions,road_type,urban_or_rural_area,number_of_vehicles,number_of_casualties,day_of_week,junction_detail,junction_control,pedestrian_crossing,first_road_class,special_conditions_at_site,carriageway_hazards,collision_severity
30.0,4.0,2.0,2.0,6,1.0,2,3,7,13.0,4.0,0.0,6,0.0,0.0,Serious
30.0,4.0,2.0,2.0,6,1.0,2,1,3,13.0,4.0,0.0,6,0.0,0.0,Slight
60.0,1.0,1.0,4.0,6,2.0,2,1,5,13.0,4.0,0.0,6,0.0,0.0,Slight
20.0,1.0,8.0,1.0,6,1.0,2,1,1,13.0,4.0,0.0,6,0.0,0.0,Slight
40.0,4.0,1.0,1.0,6,2.0,2,1,5,13.0,4.0,0.0,3,0.0,0.0,Serious
30.0,4.0,2.0,2.0,6,1.0,3,2,1,13.0,2.0,0.0,3,0.0,0.0,Slight
20.0,4.0,1.0,1.0,2,1.0,1,1,2,17.0,2.0,15.0,3,0.0,0.0,Serious
40.0,1.0,1.0,2.0,6,2.0,2,1,2,16.0,4.0,0.0,3,0.0,0.0,Slight
60.0,1.0,1.0,1.0,6,2.0,2,1,3,13.0,4.0,0.0,6,0.0,0.0,Slight
60.0,1.0,1.0,1.0,6,2.0,2,1,6,13.0,4.0,0.0,6,0.0,0.0,Slight
60.0,7.0,1.0,1.0,6,2.0,2,1,3,13.0,4.0,0.0,6,0.0,0.0,Slight
30.0,1.0,1.0,1.0,6,1.0,2,1,5,0.0,2.0,15.0,3,0.0,0.0,Slight
30.0,1.0,1.0,1.0,6,1.0,2,1,6,19.0,4.0,0.0,6,0.0,0.0,Slight
30.0,1.0,1.0,1.0,6,1.0,2,1,3,16.0,2.0,14.0,4,0.0,0.0,Slight
60.0,1.0,2.0,2.0,6,2.0,2,2,4,13.0,4.0,0.0,3,0.0,0.0,Slight
60.0,1.0,1.0,1.0,6,2.0,3,2,3,13.0,3.0,0.0,4,0.0,0.0,Slight
30.0,7.0,9.0,9.0,9,1.0,2,1,6,13.0,4.0,99.0,5,9.0,99.0,Slight
40.0,4.0,2.0,2.0,3,2.0,2,1,3,0.0,4.0,0.0,1,0.0,0.0,Slight
60.0,1.0,1.0,1.0,6,2.0,2,1,6,13.0,4.0,0.0,3,0.0,0.0,Slight
20.0,1.0,1.0,1.0,6,1.0,2,1,2,13.0,4.0,0.0,6,0.0,0.0,Slight
30.0,4.0,2.0,2.0,6,1.0,1,1,2,13.0,4.0,12.0,3,0.0,0.0,Slight
40.0,1.0,1.0,1.0,6,2.0,2,1,6,13.0,4.0,0.0,4,0.0,0.0,Slight
30.0,1.0,1.0,1.0,6,1.0,1,1,2,16.0,2.0,0.0,3,0.0,0.0,Slight
30.0,1.0,2.0,2.0,2,1.0,2,1,6,19.0,2.0,15.0,3,0.0,0.0,Slight
30.0,1.0,2.0,1.0,6,1.0,2,1,4,13.0,4.0,0.0,5,0.0,0.0,Slight
20.0,1.0,1.0,1.0,6,1.0,2,1,5,13.0,2.0,13.0,3,0.0,0.0,Slight
20.0,1.0,1.0,1.0,9,2.0,3,1,1,19.0,4.0,0.0,6,0.0,0.0,Slight
50.0,1.0,1.0,2.0,6,2.0,2,1,1,13.0,4.0,0.0,5,0.0,0.0,Slight
20.0,4.0,8.0,2.0,6,1.0,2,1,1,19.0,4.0,13.0,3,0.0,17.0,Slight
30.0,1.0,1.0,2.0,6,1.0,1,1,2,19.0,2.0,15.0,4,4.0,13.0,Serious
20.0,4.0,1.0,1.0,3,1.0,1,1,3,17.0,2.0,13.0,3,0.0,0.0,Slight
30.0,4.0,1.0,2.0,6,1.0,2,1,3,16.0,2.0,15.0,3,0.0,0.0,Slight
20.0,4.0,1.0,2.0,2,1.0,1,1,1,13.0,2.0,15.0,3,0.0,0.0,Slight
40.0,1.0,1.0,1.0,6,2.0,2,1,7,18.0,4.0,0.0,3,0.0,0.0,Slight
30.0,1.0,1.0,1.0,1,1.0,2,2,5,0.0,2.0,0.0,6,0.0,0.0,Slight
30.0,4.0,1.0,2.0,6,2.0,2,2,6,13.0,1.0,0.0,3,0.0,0.0,Slight
30.0,1.0,1.0,1.0,1,2.0,2,1,4,0.0,4.0,0.0,4,0.0,0.0,Slight
20.0,1.0,3.0,9.0,6,1.0,2,1,2,16.0,2.0,15.0,3,9.0,0.0,Slight
30.0,4.0,1.0,1.0,6,1.0,2,2,5,13.0,4.0,0.0,3,0.0,0.0,Serious
60.0,6.0,1.0,2.0,6,2.0,2,2,1,19.0,4.0,0.0,6,0.0,0.0,Slight
40.0,1.0,1.0,1.0,1,1.0,2,1,3,0.0,4.0,0.0,3,0.0,0.0,Slight
20.0,1.0,2.0,2.0,6,1.0,1,1,2,13.0,2.0,14.0,3,0.0,0.0,Slight
30.0,1.0,1.0,1.0,6,2.0,3,2,1,0.0,4.0,0.0,3,0.0,0.0,Serious
30.0,1.0,1.0,1.0,6,1.0,3,1,6,19.0,4.0,0.0,6,0.0,0.0,Slight
30.0,1.0,1.0,1.0,6,1.0,2,1,6,13.0,2.0,15.0,3,0.0,0.0,Serious
50.0,1.0,1.0,1.0,3,1.0,2,2,6,13.0,2.0,16.0,3,0.0,0.0,Serious
30.0,1.0,1.0,1.0,6,1.0,3,1,4,13.0,4.0,0.0,3,0.0,0.0,Slight
20.0,4.0,8.0,2.0,6,1.0,2,1,2,19.0,4.0,15.0,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.0,2,1,2,13.0,4.0,0.0,6,0.0,0.0,Slight
30.0,1.0,1.0,1.0,6,1.0,2,1,3,18.0,4.0,0.0,5,0.0,0.0,Slight
30.0,1.0,1.0,1.0,7,1.0,1,1,2,13.0,4.0,17.0,4,0.0,0.0,Serious
30.0,1.0,1.0,1.0,6,1.0,1,1,7,13.0,4.0,17.0,3,0.0,0.0,Slight
20.0,1.0,1.0,1.0,6,1.0,1,1,6,19.0,4.0,0.0,6,0.0,0.0,Slight
30.0,1.0,1.0,1.0,7,1.0,1,1,3,16.0,2.0,15.0,4,9.0,99.0,Slight
30.0,1.0,1.0,1.0,6,1.0,2,1,5,13.0,4.0,0.0,5,0.0,0.0,Slight
30.0,1.0,1.0,1.0,6,1.0,2,1,6,13.0,4.0,0.0,4,0.0,0.0,Slight
30.0,1.0,1.0,1.0,6,1.0,2,1,1,13.0,4.0,0.0,6,0.0,0.0,Slight
30.0,1.0,1.0,1.0,6,1.0,2,1,1,17.0,2.0,14.0,3,0.0,0.0,Serious
30.0,1.0,1.0,1.0,1,1.0,1,1,7,0.0,4.0,0.0,4,0.0,20.0,Serious
30.0,1.0,2.0,2.0,6,1.0,2,1,6,13.0,4.0,0.0,6,0.0,0.0,Serious
20.0,4.0,2.0,2.0,6,1.0,1,1,4,17.0,2.0,15.0,5,4.0,13.0,Slight
30.0,1.0,1.0,1.0,6,1.0,2,1,3,19.0,4.0,0.0,4,0.0,0.0,Slight
30.0,1.0,1.0,1.0,6,1.0,2,1,4,13.0,4.0,0.0,6,0.0,0.0,Serious
30.0,1.0,1.0,1.0,3,2.0,2,2,3,13.0,2.0,0.0,3,0.0,0.0,Slight
30.0,4.0,2.0,2.0,6,1.0,2,1,7,0.0,4.0,13.0,3,0.0,0.0,Slight
30.0,4.0,1.0,1.0,6,1.0,1,1,1,17.0,4.0,0.0,6,0.0,0.0,Slight
20.0,4.0,1.0,1.0,6,1.0,2,3,7,17.0,2.0,15.0,3,0.0,0.0,Slight
30.0,1.0,1.0,1.0,3,1.0,3,2,4,13.0,2.0,12.0,3,0.0,0.0,Slight
20.0,1.0,1.0,1.0,6,1.0,2,1,6,19.0,2.0,0.0,6,0.0,0.0,Slight
30.0,1.0,2.0,2.0,6,1.0,2,1,6,13.0,4.0,0.0,3,0.0,0.0,Slight
30.0,1.0,1.0,1.0,6,1.0,1,1,4,19.0,4.0,13.0,6,0.0,0.0,Slight
30.0,1.0,1.0,1.0,1,1.0,1,1,4,0.0,4.0,0.0,4,0.0,0.0,Slight
30.0,1.0,1.0,2.0,6,1.0,4,2,7,18.0,1.0,0.0,3,0.0,0.0,Slight
20.0,4.0,1.0,1.0,6,1.0,2,1,7,16.0,4.0,14.0,3,0.0,0.0,Slight
30.0,1.0,1.0,1.0,6,1.0,2,1,4,13.0,4.0,0.0,3,0.0,0.0,Slight
30.0,1.0,5.0,2.0,1,1.0,3,2,7,0.0,4.0,0.0,3,0.0,0.0,Slight
30.0,4.0,2.0,2.0,6,1.0,2,1,5,19.0,2.0,0.0,3,0.0,0.0,Slight
30.0,1.0,1.0,1.0,3,1.0,2,1,7,19.0,4.0,0.0,3,0.0,0.0,Slight
50.0,1.0,1.0,4.0,6,2.0,2,1,5,13.0,4.0,0.0,3,0.0,0.0,Slight
20.0,1.0,1.0,1.0,9,1.0,2,1,7,18.0,4.0,13.0,3,0.0,0.0,Slight
30.0,4.0,1.0,2.0,6,1.0,2,1,2,18.0,4.0,0.0,6,0.0,0.0,Slight
50.0,1.0,1.0,1.0,7,2.0,2,1,5,0.0,4.0,0.0,3,0.0,0.0,Serious
40.0,1.0,7.0,2.0,6,2.0,3,2,3,16.0,4.0,0.0,3,0.0,0.0,Serious
50.0,1.0,1.0,2.0,6,2.0,3,1,2,13.0,4.0,0.0,3,0.0,0.0,Slight
30.0,4.0,1.0,2.0,6,1.0,2,1,3,13.0,4.0,0.0,6,0.0,0.0,Slight
20.0,1.0,1.0,1.0,6,1.0,2,1,1,0.0,2.0,15.0,3,0.0,0.0,Slight
30.0,1.0,1.0,1.0,6,1.0,1,1,6,13.0,4.0,0.0,6,0.0,0.0,Serious
60.0,1.0,1.0,1.0,6,2.0,2,1,6,16.0,4.0,0.0,5,0.0,0.0,Slight
20.0,1.0,1.0,1.0,6,1.0,2,3,2,0.0,4.0,0.0,5,0.0,0.0,Slight
30.0,4.0,1.0,1.0,1,1.0,2,1,4,0.0,4.0,0.0,3,0.0,0.0,Slight
30.0,1.0,1.0,1.0,3,1.0,2,1,3,19.0,4.0,0.0,3,0.0,0.0,Slight
30.0,1.0,1.0,1.0,6,1.0,1,1,2,16.0,4.0,0.0,3,0.0,0.0,Slight
30.0,1.0,1.0,1.0,6,1.0,2,1,7,13.0,4.0,0.0,3,0.0,0.0,Slight
30.0,1.0,1.0,1.0,6,2.0,2,1,2,13.0,4.0,0.0,6,0.0,0.0,Slight
30.0,4.0,1.0,2.0,6,1.0,1,1,5,13.0,4.0,13.0,4,0.0,0.0,Slight
40.0,1.0,1.0,1.0,6,1.0,3,2,2,16.0,2.0,15.0,3,0.0,0.0,Slight
30.0,1.0,1.0,1.0,6,1.0,2,1,2,13.0,4.0,0.0,4,0.0,0.0,Slight
30.0,4.0,2.0,2.0,3,1.0,2,1,7,13.0,4.0,0.0,3,0.0,0.0,Slight
40.0,1.0,1.0,9.0,9,1.0,1,1,3,13.0,2.0,15.0,3,9.0,0.0,Slight
20.0,1.0,1.0,1.0,6,1.0,2,1,3,16.0,4.0,0.0,6,0.0,0.0,Slight
20.0,1.0,1.0,1.0,6,1.0,2,1,4,16.0,2.0,15.0,5,0.0,0.0,Slight
30.0,1.0,1.0,1.0,3,1.0,2,4,4,17.0,4.0,12.0,3,0.0,0.0,Slight
20.0,1.0,1.0,1.0,3,1.0,2,2,1,13.0,4.0,17.0,3,0.0,0.0,Slight
30.0,1.0,1.0,1.0,6,1.0,2,1,4,16.0,4.0,0.0,6,0.0,0.0,Serious
30.0,1.0,1.0,1.0,6,1.0,2,1,5,13.0,4.0,0.0,6,0.0,0.0,Serious
30.0,4.0,5.0,2.0,6,1.0,1,1,4,16.0,4.0,0.0,6,0.0,0.0,Slight
30.0,1.0,1.0,1.0,1,1.0,2,3,4,0.0,4.0,0.0,6,0.0,0.0,Slight
30.0,1.0,1.0,1.0,2,1.0,2,1,5,18.0,4.0,0.0,6,0.0,0.0,Slight
30.0,4.0,1.0,1.0,3,1.0,2,1,6,0.0,4.0,14.0,3,0.0,0.0,Slight
30.0,1.0,1.0,2.0,1,1.0,2,1,3,0.0,4.0,0.0,5,0.0,0.0,Slight
30.0,4.0,1.0,1.0,6,1.0,2,2,1,13.0,4.0,0.0,3,4.0,13.0,Slight
30.0,1.0,1.0,1.0,6,1.0,2,1,6,13.0,4.0,0.0,3,0.0,0.0,Slight
30.0,5.0,2.0,2.0,6,1.0,2,1,5,13.0,4.0,0.0,6,0.0,0.0,Slight
30.0,1.0,1.0,1.0,6,1.0,3,1,2,13.0,4.0,0.0,3,0.0,0.0,Slight
30.0,1.0,1.0,1.0,1,1.0,2,1,3,0.0,4.0,0.0,3,0.0,0.0,Slight
20.0,4.0,9.0,1.0,6,1.0,4,1,2,13.0,4.0,11.0,4,0.0,0.0,Serious
30.0,1.0,1.0,1.0,6,1.0,2,2,5,13.0,2.0,0.0,4,0.0,0.0,Slight
60.0,1.0,1.0,1.0,6,2.0,2,2,2,13.0,4.0,0.0,3,0.0,0.0,Slight
30.0,1.0,1.0,1.0,6,1.0,2,1,5,18.0,4.0,0.0,6,0.0,0.0,Slight
70.0,1.0,1.0,1.0,7,2.0,2,1,1,16.0,2.0,0.0,3,0.0,0.0,Slight
30.0,1.0,1.0,1.0,1,1.0,1,1,3,0.0,4.0,0.0,3,0.0,0.0,Slight
30.0,4.0,1.0,1.0,6,1.0,1,1,4,13.0,4.0,0.0,6,0.0,0.0,Slight
30.0,1.0,1.0,1.0,6,1.0,2,1,3,13.0,2.0,15.0,3,0.0,0.0,Slight
20.0,7.0,1.0,1.0,6,1.0,2,1,4,13.0,4.0,0.0,3,0.0,0.0,Serious
40.0,1.0,1.0,1.0,1,2.0,2,1,3,0.0,4.0,0.0,3,0.0,0.0,Slight
30.0,1.0,1.0,1.0,1,1.0,2,1,5,0.0,4.0,14.0,3,0.0,0.0,Slight
30.0,4.0,2.0,2.0,6,1.0,1,1,1,16.0,4.0,0.0,6,0.0,0.0,Slight
30.0,4.0,1.0,2.0,6,1.0,2,1,6,13.0,2.0,15.0,3,0.0,0.0,Slight
30.0,1.0,1.0,1.0,6,1.0,1,1,7,13.0,4.0,99.0,6,9.0,99.0,Slight
30.0,1.0,1.0,1.0,6,2.0,2,2,7,19.0,4.0,14.0,6,0.0,0.0,Serious
30.0,1.0,1.0,1.0,6,1.0,2,1,1,17.0,4.0,0.0,6,0.0,0.0,Slight
40.0,4.0,1.0,1.0,3,2.0,1,1,5,0.0,2.0,15.0,4,0.0,0.0,Serious
30.0,1.0,1.0,1.0,6,1.0,2,1,1,13.0,4.0,0.0,4,0.0,0.0,Serious
30.0,4.0,2.0,2.0,6,1.0,2,1,7,0.0,4.0,0.0,4,0.0,0.0,Serious
30.0,1.0,1.0,1.0,6,1.0,2,1,6,19.0,4.0,0.0,3,0.0,0.0,Slight
30.0,1.0,2.0,2.0,6,1.0,2,1,2,19.0,4.0,14.0,3,0.0,0.0,Slight
30.0,1.0,1.0,1.0,1,1.0,2,1,5,0.0,4.0,13.0,6,0.0,0.0,Slight
50.0,1.0,1.0,1.0,3,1.0,2,1,2,17.0,2.0,15.0,3,0.0,0.0,Slight
20.0,1.0,9.0,9.0,9,1.0,2,1,7,19.0,9.0,99.0,5,9.0,99.0,Slight
60.0,1.0,2.0,2.0,1,2.0,1,1,1,0.0,4.0,0.0,3,0.0,0.0,Serious
30.0,1.0,1.0,1.0,6,1.0,1,1,4,13.0,4.0,0.0,6,0.0,0.0,Slight
30.0,1.0,1.0,1.0,6,1.0,2,1,6,19.0,4.0,0.0,6,0.0,0.0,Serious
30.0,1.0,1.0,1.0,6,2.0,2,2,4,13.0,4.0,0.0,6,0.0,0.0,Slight
30.0,1.0,2.0,2.0,7,1.0,2,1,5,0.0,4.0,0.0,6,0.0,0.0,Slight
70.0,1.0,1.0,1.0,3,1.0,2,1,6,0.0,4.0,0.0,3,0.0,0.0,Slight
30.0,1.0,1.0,1.0,6,1.0,1,1,5,13.0,2.0,14.0,6,0.0,0.0,Serious
20.0,1.0,1.0,1.0,6,1.0,2,1,6,16.0,2.0,14.0,3,0.0,0.0,Serious
40.0,1.0,1.0,2.0,6,2.0,2,2,4,13.0,4.0,0.0,3,0.0,0.0,Slight
30.0,1.0,1.0,1.0,6,1.0,1,1,5,13.0,4.0,0.0,6,0.0,0.0,Slight
30.0,1.0,1.0,1.0,6,2.0,2,1,3,13.0,4.0,0.0,6,0.0,0.0,Slight
20.0,4.0,1.0,1.0,6,1.0,2,1,3,16.0,1.0,15.0,3,0.0,0.0,Serious
30.0,7.0,1.0,1.0,1,1.0,2,1,1,0.0,9.0,15.0,3,0.0,0.0,Slight
30.0,1.0,2.0,2.0,6,1.0,1,1,5,13.0,4.0,0.0,4,0.0,0.0,Slight
30.0,4.0,8.0,2.0,6,1.0,1,1,1,19.0,2.0,12.0,6,0.0,0.0,Serious
30.0,4.0,1.0,1.0,3,1.0,2,2,1,19.0,2.0,0.0,3,0.0,0.0,Serious
30.0,1.0,1.0,1.0,6,1.0,1,1,2,13.0,4.0,0.0,6,0.0,0.0,Slight
20.0,1.0,1.0,1.0,2,1.0,2,1,2,13.0,4.0,13.0,6,0.0,0.0,Serious
30.0,1.0,2.0,2.0,6,1.0,2,1,7,13.0,4.0,0.0,6,0.0,0.0,Slight
30.0,1.0,1.0,1.0,6,1.0,2,1,3,13.0,4.0,0.0,3,0.0,0.0,Serious
30.0,4.0,2.0,2.0,6,1.0,2,1,7,13.0,1.0,0.0,6,0.0,0.0,Slight
20.0,4.0,1.0,1.0,6,1.0,2,1,7,13.0,4.0,0.0,3,0.0,0.0,Slight
30.0,1.0,1.0,2.0,6,1.0,1,1,2,13.0,4.0,0.0,6,5.0,21.0,Serious
60.0,6.0,1.0,1.0,6,2.0,2,1,2,19.0,4.0,0.0,3,0.0,0.0,Slight
60.0,1.0,1.0,1.0,6,2.0,2,2,1,13.0,4.0,0.0,4,0.0,0.0,Slight
30.0,4.0,1.0,1.0,3,1.0,2,1,7,0.0,4.0,14.0,3,0.0,0.0,Slight
20.0,4.0,2.0,2.0,6,1.0,2,1,6,13.0,4.0,0.0,6,0.0,0.0,Slight
30.0,4.0,2.0,2.0,1,1.0,2,2,6,0.0,4.0,0.0,3,0.0,0.0,Slight
30.0,1.0,1.0,1.0,6,1.0,1,1,4,16.0,2.0,15.0,3,0.0,0.0,Slight
30.0,1.0,1.0,1.0,6,1.0,2,1,6,13.0,4.0,0.0,5,0.0,0.0,Slight
30.0,1.0,1.0,1.0,3,1.0,2,1,6,0.0,2.0,12.0,6,0.0,0.0,Slight
40.0,1.0,1.0,1.0,6,2.0,2,2,7,13.0,4.0,0.0,4,0.0,0.0,Slight
60.0,1.0,1.0,1.0,6,2.0,2,1,3,13.0,4.0,0.0,6,0.0,0.0,Slight
20.0,7.0,9.0,9.0,9,1.0,2,1,2,16.0,2.0,99.0,3,9.0,99.0,Slight
30.0,1.0,1.0,1.0,6,1.0,1,1,2,17.0,4.0,0.0,6,0.0,0.0,Serious
20.0,1.0,1.0,1.0,6,1.0,2,1,7,13.0,4.0,0.0,5,0.0,0.0,Slight
20.0,7.0,1.0,1.0,6,1.0,1,1,7,19.0,4.0,0.0,6,0.0,0.0,Slight
20.0,1.0,1.0,1.0,6,1.0,2,2,6,13.0,2.0,15.0,3,0.0,19.0,Slight
20.0,1.0,1.0,1.0,3,1.0,2,1,4,13.0,2.0,0.0,3,0.0,0.0,Slight
30.0,1.0,1.0,1.0,6,1.0,1,1,2,19.0,4.0,0.0,6,0.0,0.0,Slight
20.0,4.0,1.0,1.0,6,1.0,2,1,4,13.0,2.0,15.0,3,0.0,0.0,Slight
30.0,1.0,1.0,1.0,6,1.0,2,1,6,18.0,4.0,0.0,6,0.0,0.0,Slight
20.0,4.0,1.0,1.0,6,1.0,2,2,5,13.0,2.0,0.0,3,0.0,0.0,Slight
20.0,1.0,1.0,1.0,7,1.0,2,1,3,0.0,4.0,0.0,6,0.0,0.0,Slight
30.0,1.0,1.0,1.0,1,2.0,2,1,6,0.0,4.0,0.0,6,0.0,0.0,Slight
30.0,4.0,1.0,1.0,3,1.0,2,1,7,13.0,4.0,0.0,3,4.0,13.0,Slight
60.0,1.0,1.0,1.0,6,2.0,2,1,3,18.0,4.0,0.0,6,0.0,0.0,Slight
20.0,4.0,1.0,1.0,6,1.0,1,1,5,13.0,2.0,12.0,3,0.0,0.0,Slight
20.0,4.0,1.0,1.0,6,1.0,2,1,2,16.0,4.0,0.0,6,0.0,0.0,Slight
30.0,1.0,1.0,1.0,6,1.0,2,1,6,19.0,4.0,0.0,3,0.0,0.0,Serious
30.0,1.0,1.0,1.0,6,1.0,2,1,3,0.0,4.0,0.0,3,0.0,0.0,Slight
20.0,4.0,1.0,1.0,3,1.0,2,1,4,13.0,3.0,0.0,3,0.0,0.0,Slight
30.0,4.0,1.0,1.0,3,1.0,2,2,3,19.0,4.0,12.0,3,0.0,0.0,Slight
30.0,1.0,8.0,2.0,7,1.0,2,1,6,19.0,4.0,0.0,6,0.0,0.0,Slight
20.0,4.0,2.0,2.0,6,1.0,1,1,5,13.0,4.0,15.0,3,0.0,0.0,Slight
20.0,4.0,1.0,1.0,7,1.0,2,1,7,13.0,2.0,0.0,6,0.0,0.0,Slight
30.0,1.0,1.0,1.0,1,1.0,2,1,7,0.0,4.0,0.0,3,0.0,0.0,Slight
30.0,1.0,1.0,1.0,6,1.0,2,1,7,13.0,4.0,0.0,4,0.0,0.0,Slight
30.0,1.0,1.0,1.0,6,1.0,1,1,3,18.0,4.0,0.0,6,0.0,0.0,Serious
30.0,1.0,9.0,9.0,6,1.0,2,1,6,13.0,4.0,0.0,6,0.0,0.0,Slight
30.0,4.0,1.0,1.0,6,2.0,2,1,3,0.0,2.0,99.0,3,0.0,0.0,Slight
30.0,1.0,1.0,1.0,6,1.0,2,1,5,13.0,4.0,15.0,6,0.0,0.0,Slight
20.0,1.0,1.0,1.0,6,1.0,2,1,6,13.0,4.0,12.0,4,0.0,0.0,Slight
60.0,1.0,1.0,1.0,6,2.0,2,3,2,16.0,4.0,0.0,3,0.0,0.0,Slight
30.0,1.0,1.0,1.0,6,2.0,3,1,4,13.0,4.0,0.0,4,0.0,0.0,Slight
20.0,1.0,1.0,1.0,6,1.0,2,1,2,16.0,4.0,0.0,6,0.0,0.0,Slight
30.0,1.0,1.0,1.0,6,2.0,2,1,3,13.0,4.0,0.0,3,0.0,0.0,Slight
20.0,4.0,8.0,4.0,6,1.0,1,1,4,16.0,4.0,0.0,6,0.0,0.0,Slight
30.0,1.0,1.0,1.0,6,1.0,1,1,2,13.0,2.0,15.0,3,0.0,0.0,Slight
30.0,1.0,2.0,2.0,6,1.0,1,1,6,16.0,4.0,14.0,6,0.0,0.0,Slight
20.0,1.0,8.0,1.0,6,1.0,2,1,5,13.0,4.0,15.0,4,9.0,0.0,Slight
30.0,4.0,1.0,1.0,6,2.0,1,1,7,13.0,4.0,0.0,4,0.0,0.0,Slight
20.0,1.0,8.0,1.0,6,1.0,2,1,3,13.0,4.0,13.0,4,0.0,0.0,Slight
30.0,1.0,1.0,1.0,6,2.0,2,1,5,13.0,2.0,0.0,3,0.0,0.0,Slight
30.0,1.0,2.0,2.0,2,1.0,2,2,1,13.0,4.0,0.0,6,0.0,0.0,Serious
30.0,1.0,1.0,2.0,6,1.0,1,1,5,18.0,4.0,0.0,3,0.0,0.0,Slight
30.0,1.0,1.0,1.0,6,1.0,2,1,7,16.0,4.0,0.0,6,0.0,0.0,Slight
30.0,4.0,1.0,1.0,1,1.0,2,1,6,0.0,4.0,0.0,3,0.0,0.0,Slight
30.0,1.0,1.0,1.0,6,1.0,2,1,6,13.0,4.0,0.0,6,0.0,0.0,Slight
30.0,1.0,1.0,1.0,6,1.0,2,1,2,16.0,2.0,14.0,3,0.0,0.0,Slight
20.0,1.0,8.0,1.0,2,1.0,2,1,3,13.0,4.0,0.0,3,0.0,0.0,Slight
30.0,1.0,1.0,1.0,6,1.0,2,1,4,17.0,4.0,0.0,6,0.0,0.0,Slight
20.0,1.0,1.0,1.0,6,1.0,1,1,6,0.0,4.0,0.0,3,0.0,0.0,Slight
30.0,6.0,2.0,2.0,6,2.0,2,1,3,13.0,4.0,0.0,5,0.0,0.0,Serious
60.0,1.0,1.0,1.0,6,2.0,2,1,6,16.0,4.0,0.0,3,0.0,0.0,Serious
20.0,1.0,1.0,1.0,6,1.0,2,1,6,13.0,4.0,0.0,3,0.0,0.0,Slight
30.0,4.0,1.0,1.0,6,1.0,1,1,7,17.0,2.0,0.0,3,0.0,0.0,Slight
50.0,1.0,1.0,2.0,6,2.0,2,1,3,16.0,4.0,0.0,3,0.0,0.0,Slight
30.0,1.0,1.0,1.0,6,1.0,1,1,4,16.0,2.0,15.0,6,0.0,0.0,Slight
60.0,6.0,2.0,2.0,6,2.0,1,1,5,13.0,4.0,0.0,3,0.0,0.0,Serious
50.0,1.0,1.0,1.0,1,1.0,2,1,5,0.0,2.0,0.0,3,0.0,0.0,Slight
30.0,1.0,1.0,2.0,6,1.0,2,1,5,16.0,3.0,0.0,5,0.0,0.0,Slight
30.0,1.0,1.0,1.0,6,1.0,2,1,6,16.0,4.0,13.0,6,0.0,0.0,Slight
30.0,1.0,9.0,1.0,6,2.0,1,1,6,19.0,4.0,0.0,5,0.0,0.0,Slight
60.0,1.0,1.0,1.0,6,2.0,2,4,7,16.0,4.0,0.0,4,0.0,0.0,Serious
30.0,1.0,1.0,1.0,6,1.0,2,1,6,13.0,4.0,0.0,6,0.0,0.0,Slight
20.0,1.0,1.0,1.0,6,1.0,2,1,1,13.0,4.0,14.0,3,0.0,0.0,Slight
30.0,1.0,2.0,2.0,3,2.0,1,1,2,0.0,4.0,0.0,3,0.0,0.0,Slight
30.0,1.0,1.0,1.0,6,1.0,2,1,5,19.0,2.0,15.0,3,0.0,0.0,Slight
70.0,1.0,1.0,1.0,1,2.0,2,1,7,0.0,4.0,0.0,3,0.0,0.0,Slight
20.0,1.0,1.0,1.0,6,1.0,2,3,6,16.0,4.0,0.0,6,0.0,0.0,Slight
20.0,1.0,1.0,1.0,6,1.0,2,1,1,13.0,2.0,15.0,3,0.0,0.0,Slight
30.0,1.0,9.0,9.0,9,1.0,2,1,4,13.0,4.0,99.0,6,9.0,99.0,Slight
30.0,1.0,1.0,1.0,6,1.0,2,1,6,16.0,2.0,15.0,6,0.0,0.0,Slight
30.0,4.0,1.0,1.0,6,1.0,1,1,7,13.0,4.0,17.0,3,0.0,0.0,Slight
30.0,1.0,9.0,2.0,6,1.0,2,1,1,13.0,2.0,14.0,3,0.0,0.0,Slight
30.0,4.0,1.0,1.0,6,1.0,2,1,7,13.0,4.0,0.0,3,0.0,0.0,Slight
60.0,1.0,1.0,1.0,6,2.0,2,1,3,18.0,4.0,0.0,4,0.0,0.0,Slight
60.0,1.0,1.0,2.0,6,2.0,1,1,4,13.0,4.0,0.0,3,0.0,0.0,Slight
30.0,1.0,1.0,1.0,6,1.0,1,1,5,0.0,4.0,0.0,3,0.0,0.0,Serious
30.0,1.0,2.0,2.0,6,1.0,3,2,2,13.0,4.0,0.0,6,0.0,0.0,Slight
30.0,1.0,1.0,1.0,1,1.0,2,1,3,0.0,4.0,0.0,6,0.0,0.0,Slight
50.0,1.0,1.0,1.0,6,2.0,2,1,7,18.0,4.0,0.0,5,0.0,0.0,Serious
20.0,1.0,2.0,2.0,6,1.0,2,1,2,13.0,2.0,15.0,3,0.0,0.0,Slight
30.0,1.0,9.0,1.0,2,1.0,2,1,6,13.0,4.0,13.0,3,0.0,0.0,Slight
30.0,1.0,1.0,1.0,6,1.0,3,1,1,13.0,4.0,0.0,3,0.0,0.0,Slight
20.0,1.0,1.0,1.0,3,1.0,2,2,2,16.0,4.0,0.0,3,0.0,0.0,Slight
20.0,4.0,1.0,1.0,6,1.0,2,1,6,19.0,3.0,0.0,3,0.0,0.0,Slight
